	Ambigious	Bias	Name	Oppositgender	WikiName
589	0	male	Dozent	Dozentin	Dozent
590	0	male	Umweltschutztechnischer Assistent	Umweltschutztechnische Assistentin	Umweltschutztechnischer Assistent
591	0	male	Technischer Assistent	Technische Assistentin	Technischer Assistent
592	0	male	Sommelier	Sommelière	Sommelier
593	0	neutral	Apotheker	Apothekerin	Apotheker
594	1	neutral	Apothekerin	Apotheker	Apothekerin
595	0	male	Koch	Köchin	Koch
596	0	male	Technischer Redakteur	Technische Redakteurin	Technischer Redakteur
597	0	male	Justiziar	Justiziarin	Justiziar
598	0	male	Flugdienstberater	Flugdienstberaterin	Flugdienstberater
599	0	male	Fischwirt	Fischwirtin	Fischwirt
600	0	male	Katechet	Katechetin	Katechet
601	0	male	Archivar	Archivarin	Archivar
602	0	male	Schiffszimmerer	Schiffszimmerin	Schiffszimmerer
603	0	male	Kellner	Kellnerin	Kellner
604	0	male	Vergolder	Vergolderin	Vergolder
605	0	male	Maschinentechniker	Maschinentechnikerin	Maschinenbautechniker
606	0	male	Textilgestalter im Handwerk	Textilgestalterin im Handwerk	Textilgestalter im Handwerk
607	0	male	Pressefotograf	Pressefotografin	Pressefotograf
608	0	male	Gefahrgutbeauftragter	Gefahrgutbeauftragte	Gefahrgutbeauftragter
609	0	neutral	Pflegedienstleiter	Pflegedienstleiterin	Pflegedienstleitung
610	0	male	Segelmacher	Segelmacherin	Segelmacher
611	0	male	Schriftsetzer	Schriftsetzerin	Schriftsetzer
612	0	male	Arbeitsvermittler	Arbeitsvermittlerin	Arbeitsvermittler
613	0	male	Hotelmeister	Hotelmeisterin	Hotelmeister
614	0	male	Technischer Produktdesigner	Technische Produktdesignerin	Technischer Produktdesigner
615	0	female	Beleghebamme	Belegentbindungspfleger	Beleghebamme
616	0	male	Zusteller	Zustellerin	Zusteller
617	0	male	Grafiker	Grafikerin	Grafiker
618	0	male	Mathematisch-technischer Assistent	Mathematisch-technische Assistentin	Mathematisch-Technischer Assistent
619	0	male	Clown	Clownin	Clown
620	0	male	Büchsenmacher	Büchsenmacherin	Büchsenmacher
621	0	male	Bauzeichner	Bauzeichnerin	Bauzeichner
622	0	male	Portier	Portierin	Portier
623	0	male	Berechnungsingenieur	Berechnungsingenieurin	Berechnungsingenieur
624	0	male	Treuhänder	Treuhänderin	Treuhänder
625	0	male	Korrektor	Korrektorin	Korrektor
626	1	male	Sänger	Sängerin	Sänger
627	0	male	Bewährungshelfer	Bewährungshelferin	Bewährungshelfer
628	0	male	Süßwarentechnologe	Süßwarentechnologin	Süßwarentechnologe
629	0	male	Förderlehrer	Förderlehrerin	Förderlehrer
630	0	male	Datentypist	Datentypistin	Datentypist
631	0	male	Souffleur	Souffleuse	Souffleur
632	0	male	Kunstschmied	Kunstschmiedin	Kunstschmied
633	0	male	Schalungsbauer	Schalungsbauerin	Schalungsbauer
634	0	male	Holzblasinstrumentenmacher	Holzblasinstrumentenmacherin	Holzblasinstrumentenmacher
635	0	male	Former	Formerin	Former
636	0	male	Staatsanwalt	Staatsanwältin	Staatsanwalt
637	0	male	Restaurantfachmann	Restaurantfachfrau	Restaurantfachmann
638	0	male	Professor	Professorin	Professor
639	0	male	Prior	Priorin	Prior
640	0	male	Schifffahrtskaufmann	Schifffahrtskauffrau	Schifffahrtskaufmann
641	0	male	Elektroniker	Elektronikerin	Elektroniker
642	0	male	Zahnmedizinischer Fachassistent	Zahnmedizinische Fachassistentin	Zahnmedizinischer Fachassistent
643	0	male	Flechtwerkgestalter	Flechtwerkgestalterin	Flechtwerkgestalter
644	0	male	Weber	Weberin	Weber
645	0	male	Flugbegleiter	Flugbegleiterin	Flugbegleiter
646	0	male	Lehrer	Lehrerin	Lehrer
647	0	male	Tierpfleger	Tierpflegerin	Tierpfleger
648	0	male	Gebäudereiniger	Gebäudereinigerin	Gebäudereiniger
649	0	male	Verkehrsplaner	Verkehrsplanerin	Verkehrsplaner
650	0	male	Industrieelektriker	Industrieelektrikerin	Industrieelektriker
651	0	male	Komiker	Komikerin	Komiker
652	0	male	Rotisseur	Rotisseurin	Rotisseur
653	0	male	Conférencier	Conférencieuse	Conférencier
654	0	male	Rentenberater	Rentenberaterin	Rentenberater
655	0	male	Steuerberater	Steuerberaterin	Steuerberater
656	0	male	Personaldisponent	Personaldisponentin	Personaldisponent
657	0	male	Schirmmacher	Schirmmacherin	Schirmmacher
658	0	male	Mechatroniker	Mechatronikerin	Mechatroniker
659	0	male	Komponist	Komponistin	Komponist
660	0	neutral	Hilfspolizist	Politesse	Hilfspolizei
661	0	neutral	Politesse	Hilfspolizist	Politesse
662	0	male	Film- und Videoeditor	Film- und Videoeditorin	Film- und Videoeditor
663	0	male	Gerichtsvollzieher	Gerichtsvollzieherin	Gerichtsvollzieher
664	0	male	Pferdewirt	Pferdewirtin	Pferdewirt
665	0	male	Gartenbauwerker	Gartenbauwerkerin	Gartenbaufachwerker
666	0	male	Mühlenbauer	Mühlenbauerin	Mühlenbauer
667	0	male	Konstruktionsmechaniker	Konstruktionsmechanikerin	Konstruktionsmechaniker
668	0	male	Chefredakteur	Chefredakteurin	Chefredakteur
669	0	male	Bankkaufmann	Bankkauffrau	Bankkaufmann
670	0	male	Nautischer Offiziersassistent	Nautische Offiziersassistentin	Nautischer Offiziersassistent
671	0	male	Dokumentar	Dokumentarin	Dokumentar
672	0	male	Gerätezusammensetzer	Gerätezusammensetzerin	Gerätezusammensetzer
673	0	male	Qualitätsfachmann	Qualitätsfachfrau	Qualitätsfachmann
674	0	male	Volkswirt	Volkswirtin	Volkswirt
675	0	male	Industriemechaniker	Industriemechanikerin	Industriemechaniker
676	0	male	Makler	Maklerin	Makler
677	0	male	Medienwirt	Medienwirtin	Medienfachwirt
678	0	male	Fachkaufmann	Fachkauffrau	Fachkaufmann
679	0	male	Fachzahnarzt	Fachzahnärztin	Fachzahnarzt
680	0	male	Chemielaborjungwerker	Chemielaborjungwerkerin	Chemielaborjungwerker
681	0	male	Fördermaschinist	Fördermaschinistin	Fördermaschinist
682	0	male	Schuh- und Lederwarenstepper	Schuh- und Lederwarenstepperin	Schuh- und Lederwarenstepper
683	0	male	Verwaltungsfachangestellter	Verwaltungsfachangestellte	Verwaltungsfachangestellter
684	0	male	Servicefahrer	Servicefahrerin	Servicefahrer
685	0	male	Luftverkehrskaufmann	Luftverkehrskauffrau	Luftverkehrskaufmann
686	0	male	Pyrotechniker	Pyrotechnikerin	Pyrotechniker
687	0	female	Beschließerin	Beschließer	Beschließerin
688	0	male	Konservator	Konservatorin	Konservator
689	0	male	Hafenarbeiter	Hafenarbeiterin	Hafenarbeiter
690	1	neutral	Direktor	Direktrice	Direktor
691	1	neutral	Direktrice	Direktor	Direktrice
692	0	male	Werkschutzleiter	Werkschutzleiterin	Werkschutz
693	0	male	Glasschneider	Glasschneiderin	Glasschneider
694	0	male	Wirtschaftsprüfer	Wirtschaftsprüferin	Wirtschaftsprüfer
695	0	male	Vizepräsident	Vizepräsidentin	Vizepräsident
696	0	male	Tätowierer	Tätowiererin	Tätowierer
697	0	male	Fachangestellter für Bäderbetriebe	Fachangestellte für Bäderbetriebe	Fachangestellter für Bäderbetriebe
698	0	male	Filmvorführer	Filmvorführerin	Filmvorführer
699	0	male	Altenpflegehelfer	Altenpflegehelferin	Altenpflegehelfer
700	0	male	Fachleiter	Fachleiterin	Fachleiter
701	0	male	Kabeljungwerker	Kabeljungwerkerin	Kabeljungwerker
702	0	male	Tapezierer	Tapeziererin	Tapezierer
703	0	male	Tourismuskaufmann	Tourismuskauffrau	Tourismuskaufmann
704	1	male	Entwickler	Entwicklerin	Entwickler
705	0	male	Fernmeldehandwerker	Fernmeldehandwerkerin	Fernmeldehandwerker
706	0	male	Fahrzeuglackierer	Fahrzeuglackiererin	Fahrzeuglackierer
707	0	male	Stationsarzt	Stationsärztin	Stationsarzt
708	0	male	Gleisbauer	Gleisbauerin	Gleisbauer
709	0	male	Fluglotse	Fluglotsin	Fluglotse
710	0	male	Kopfschlächter	Kopfschlächterin	Kopfschlächter
711	0	male	Feinoptiker	Feinoptikerin	Feinoptiker
712	0	male	Gesundheits- und Krankenpfleger	Gesundheits- und Krankenpflegerin	Gesundheits- und Krankenpfleger
713	0	male	Metall- und Glockengießer	Metall- und Glockengießerin	Metall- und Glockengießer
714	0	male	Literat	Literatin	Literat
715	0	male	Redakteur	Redakteurin	Redakteur
716	0	male	Orgelbauer	Orgelbauerin	Orgelbauer
717	0	male	Saunameister	Saunameisterin	Saunameister
718	0	male	Rektor	Rektorin	Rektor
719	0	male	Fluggerätelektroniker	Fluggerätelektronikerin	Fluggerätelektroniker
720	0	male	Vollziehungsbeamter	Vollziehungsbeamtin	Vollziehungsbeamter
721	0	male	Zerspanungsmechaniker	Zerspanungsmechanikerin	Zerspanungsmechaniker
722	0	male	Bauwerksmechaniker für Abbruch und Betontrenntechnik	Bauwerksmechanikerin für Abbruch und Betontrenntechnik	Bauwerksmechaniker für Abbruch und Betontrenntechnik
723	0	male	Sportlehrer	Sportlehrerin	Sportlehrer
724	0	male	Wächter	Wächterin	Wächter
725	0	male	Industriekeramiker Dekorationstechnik	Industriekeramikerin Dekorationstechnik	Industriekeramiker Dekorationstechnik
726	0	male	Flugingenieur	Flugingenieurin	Flugingenieur
727	0	male	Hafenschiffer	Hafenschifferin	Hafenschiffer
728	0	male	Modeschneider	Modeschneiderin	Modeschneider
729	0	male	Diamantschleifer	Diamantschleiferin	Diamantschleifer
730	0	male	Intendant	Intendantin	Intendant
731	0	male	Dirigent	Dirigentin	Dirigent
732	0	male	Kalkulator	Kalkulatorin	Calculator
733	0	male	Industriekaufmann	Industriekauffrau	Industriekaufmann
734	0	male	Orthoptist	Orthoptistin	Orthoptist
735	0	male	Künstler	Künstlerin	Künstler
736	0	male	Investmentfondskaufmann	Investmentfondskauffrau	Investmentfondskaufmann
737	0	male	Täschner	Täschnerin	Täschner
738	0	male	Lebensmittelchemiker	Lebensmittelchemikerin	Lebensmittelchemiker
739	0	male	Mechaniker	Mechanikerin	Mechaniker
740	0	male	Veterinäringenieur	Veterinäringenieurin	Veterinäringenieur
741	0	male	Formstecher	Formstecherin	Formstecher
742	0	male	Mathematiker	Mathematikerin	Mathematiker
743	0	male	Psychoanalytiker	Psychoanalytikerin	Psychoanalytiker
744	0	male	Forstfacharbeiter	Forstfacharbeiterin	Forstfacharbeiter
745	0	male	Postjungbote	Postjungbotin	Postjungbote
746	0	male	Datentechnischer Assistent	Datentechnische Assistentin	Datentechnischer Assistent
747	0	male	Vertriebsingenieur	Vertriebsingenieurin	Vertriebsingenieur
748	0	male	Industriekeramiker Anlagentechnik	Industriekeramikerin Anlagentechnik	Industriekeramiker Anlagentechnik
749	0	male	Physikingenieur	Physikingenieurin	Physikingenieur
750	0	male	Textillaborant	Textillaborantin	Textillaborant
751	0	male	Apothekenfacharbeiter	Apothekenfacharbeiterin	Apothekenfacharbeiter
752	0	male	Bodenleger	Bodenlegerin	Bodenleger
753	0	male	Wachszieher	Wachszieherin	Wachszieher
754	0	male	Hundeführer	Hundeführerin	Hundeführer
755	0	male	Designer	Designerin	Designer
756	0	male	Produktionstechnologe	Produktionstechnologin	Produktionstechnologe
757	0	male	Handelslehrer	Handelslehrerin	Diplom-Handelslehrer
758	0	male	Anlagenelektriker	Anlagenelektrikerin	Anlagenelektriker
759	0	male	Drehbuchautor	Drehbuchautorin	Drehbuchautor
760	0	male	Pharmazeut	Pharmazeutin	Pharmazeut
761	0	male	Küper	Küperin	Küper
762	0	male	Verkaufsgärtner	Verkaufsgärtnerin	Verkaufsgärtner
763	0	male	Fachverkäufer im Lebensmittelhandwerk	Fachverkäuferin im Lebensmittelhandwerk	Fachverkäufer im Lebensmittelhandwerk
764	0	male	Rechtsanwaltsfachangestellter	Rechtsanwaltsfachangestellte	Rechtsanwaltsfachangestellter
765	0	male	Schriftsteller	Schriftstellerin	Schriftsteller
766	0	female	Schwesternhelferin	Pflegediensthelfer	Schwesternhelferin
767	0	male	Prorektor	Prorektorin	Prorektor
768	0	male	Sicherheitsbeauftragter	Sicherheitsbeauftragte	Sicherheitsbeauftragter
769	0	male	Projektleiter	Projektleiterin	Projektleiter
770	0	male	Technischer Fachwirt	Technische Fachwirtin	Technischer Fachwirt
771	0	male	Werbeleiter	Werbeleiterin	Werbeleiter
772	0	male	Zahnarzt	Zahnärztin	Zahnarzt
773	0	male	Vorpolierer Schmuck- und Kleingeräteherstellung	Vorpoliererin Schmuck- und Kleingeräteherstellung	Vorpolierer Schmuck- und Kleingeräteherstellung
774	0	male	Kunsthistoriker	Kunsthistorikerin	Kunsthistoriker
775	0	male	Religionslehrer	Religionslehrerin	Religionslehrer
776	0	male	Wirtschaftsfachwirt	Wirtschaftsfachwirtin	Wirtschaftsfachwirt
777	0	male	Literaturagent	Literaturagentin	Literaturagent
778	0	male	Beton- und Stahlbetonbauer	Beton- und Stahlbetonbauerin	Beton- und Stahlbetonbauer
779	0	male	Speiseeishersteller	Speiseeisherstellerin	Speiseeishersteller
780	0	male	Stoffprüfer	Stoffprüferin	Stoffprüfer
781	0	male	Datenbankadministrator	Datenbankadministratorin	Datenbankadministrator
782	0	male	Tunnelwärter	Tunnelwärterin	Tunnelwärter
783	0	male	Ofenbauer	Ofenbauerin	Ofenbauer
784	0	male	Produktgestalter Textil	Produktgestalterin Textil	Produktgestalter Textil
785	0	male	Zinngießer	Zinngießerin	Zinngießer
786	0	male	Augenoptiker	Augenoptikerin	Augenoptiker
787	0	male	Wirtschaftsjurist	Wirtschaftsjuristin	Wirtschaftsjurist
788	0	male	Künstlerischer Leiter	Künstlerische Leiterin	Künstlerischer Leiter
789	0	male	Juwelier	Juwelierin	Juwelier
790	0	neutral	Taxifahrer	Taxifahrerin	Taxi
791	1	neutral	Taxifahrerin	Taxifahrer	Taxifahrerin
792	0	male	Produktveredler Textil	Produktveredlerin Textil	Produktveredler Textil
793	0	male	Notfallsanitäter	Notfallsanitäterin	Notfallsanitäter
794	0	male	Verfahrensmechaniker	Verfahrensmechanikerin	Verfahrensmechaniker
795	0	male	Personaldienstleistungskaufmann	Personaldienstleistungskauffrau	Personaldienstleistungskaufmann
796	0	male	Pfarrer	Pfarrerin	Pfarrer
797	0	male	Schauwerbegestalter	Schauwerbegestalterin	Schauwerbegestalter
798	0	male	Vermessungstechniker	Vermessungstechnikerin	Vermessungstechniker
799	0	male	Umweltgutachter	Umweltgutachterin	Umweltgutachter
800	0	male	Gestaltungstechnischer Assistent	Gestaltungstechnische Assistentin	Gestaltungstechnischer Assistent
801	0	male	Pharmazie-Ingenieur	Pharmazie-Ingenieurin	Pharmazieingenieur
802	0	male	Fluglehrer	Fluglehrerin	Fluglehrer
803	0	male	Ballettmeister	Ballettmeisterin	Ballettmeister
804	0	male	Maßschneider	Maßschneiderin	Maßschneider
805	0	female	Haushälterin	Haushälter	Haushälterin
806	0	male	IT-System-Kaufmann	IT-System-Kauffrau	IT-Systemkaufmann
807	0	male	Modist	Modistin	Modist
808	0	male	Feinwerkmechaniker	Feinwerkmechanikerin	Feinwerkmechaniker
809	0	male	Straßenbauer	Straßenbauerin	Straßenbauer
810	0	male	Musikalienhändler	Musikalienhändlerin	Musikalienhändler
811	0	male	Netzelektriker	Netzelektrikerin	Netzelektriker
812	0	male	Küster	Küsterin	Küster
813	0	male	Gemeindereferent	Gemeindereferentin	Gemeindereferent
814	0	male	Medientechnologe Druck	Medientechnologin Druck	Medientechnologe Druck
815	0	male	Pförtner	Pförtnerin	Pförtner
816	0	male	Produktionshelfer	Produktionshelferin	Produktionshelfer
817	0	male	Platzwart	Platzwartin	Platzwart
818	0	male	Requisiteur	Requisiteurin	Requisiteur
819	0	male	Glasbläser	Glasbläserin	Glasbläser
820	0	male	Arzt	Ärztin	Arzt
821	0	male	Einsatzleiter	Einsatzleiterin	Einsatzleiter
822	0	male	Straßenreiniger	Straßenreinigerin	Straßenreiniger
823	0	male	Psychologe	Psychologin	Psychologe
824	0	male	Jurist	Juristin	Jurist
825	0	male	Kesselwärter	Kesselwärterin	Kesselwärter
826	0	male	Softwareentwickler	Softwareentwicklerin	Softwareentwickler
827	0	male	Tonmeister	Tonmeisterin	Tonmeister
828	0	male	Aufzugsmonteur	Aufzugsmonteurin	Aufzugsmonteur
829	0	male	Winzer	Winzerin	Winzer
830	0	male	IT-Berater	IT-Beraterin	IT-Berater
831	0	male	Diener	Dienerin	Diener
832	0	male	Zahnmedizinischer Fachangestellter	Zahnmedizinische Fachangestellte	Zahnmedizinischer Fachangestellter
833	0	male	Leuchtröhrenglasbläser	Leuchtröhrenglasbläserin	Leuchtröhrenglasbläser
834	0	male	Glasveredler	Glasveredlerin	Glasveredler
835	0	male	Buchhalter	Buchhalterin	Buchhalter
836	0	male	Betriebsführer	Betriebsführerin	Betriebsführer
837	0	male	Ballettrepetitor	Ballettrepetitorin	Ballettrepetitor
838	0	male	Technischer Modellbauer	Technische Modellbauerin	Technischer Modellbauer
839	0	male	Croupier	Croupière	Croupier
840	0	male	Feinpolierer	Feinpoliererin	Feinpolierer
841	0	male	Betonfertigteilbauer	Betonfertigteilbauerin	Betonfertigteilbauer
842	0	male	Social-Media-Manager	Social-Media-Managerin	Social-Media-Manager
843	0	male	Verkäufer	Verkäuferin	Verkäufer
844	0	male	Callcenteragent	Callcenteragentin	Callcenteragent
845	0	male	Disponent	Disponentin	Disponent
846	0	male	Bergbautechnologe	Bergbautechnologin	Bergbautechnologe
847	0	male	Holzbearbeitungsmechaniker	Holzbearbeitungsmechanikerin	Holzbearbeitungsmechaniker
848	0	male	Kaufmann für Tourismus und Freizeit	Kauffrau für Tourismus und Freizeit	Kaufmann für Tourismus und Freizeit
849	0	neutral	Fachkraft für Abwassertechnik		Fachkraft für Abwassertechnik
850	0	neutral	Fachkraft für Agrarservice		Fachkraft für Agrarservice
851	0	neutral	Kassenaufsicht		Kassenaufsicht
852	0	neutral	Fachkraft für Wasserversorgungstechnik		Fachkraft für Wasserversorgungstechnik
853	0	neutral	Fachkraft für Süßwarentechnik		Fachkraft für Süßwarentechnik
854	0	neutral	Au-pair		Au-pair
855	0	neutral	Fachkraft für Metalltechnik		Fachkraft für Metalltechnik
856	0	neutral	Aufsichtsperson		Aufsichtsperson
857	0	neutral	Rechtsbeistand		Rechtsbeistand
858	0	neutral	Fachkraft für Veranstaltungstechnik		Fachkraft für Veranstaltungstechnik
859	0	neutral	Fachkraft für Kreislauf- und Abfallwirtschaft		Fachkraft für Kreislauf- und Abfallwirtschaft
860	0	neutral	Fachkraft für Straßen- und Verkehrstechnik		Fachkraft für Straßen- und Verkehrstechnik
861	0	neutral	Fachkraft für Holz- und Bautenschutzarbeiten		Fachkraft für Holz- und Bautenschutzarbeiten
862	0	neutral	Fachkraft für Rohr-, Kanal- und Industrieservice		Fachkraft für Rohr-, Kanal- und Industrieservice
863	0	neutral	Fachkraft für Lebensmitteltechnik		Fachkraft für Lebensmitteltechnik
864	0	neutral	Fachkraft für Wasserwirtschaft		Fachkraft für Wasserwirtschaft
865	0	neutral	Fachkraft im Gastgewerbe		Fachkraft im Gastgewerbe
866	0	neutral	Fachkraft für Kurier-, Express- und Postdienstleistungen		Fachkraft für Kurier-, Express- und Postdienstleistungen
867	0	neutral	CNC-Fachkraft		CNC-Fachkraft
868	0	neutral	Elektrogerätefachkraft		Elektrogerätefachkraft
869	0	neutral	Fachkraft		Fachkraft
870	0	neutral	Bürokraft		Bürokraft
871	0	neutral	Fachkraft für Lederverarbeitung		Fachkraft für Lederverarbeitung
872	0	neutral	Fachkraft für Automatenservice		Fachkraft für Automatenservice
873	0	neutral	Fachkraft für Schutz und Sicherheit		Fachkraft für Schutz und Sicherheit
874	0	neutral	Elektrofachkraft		Elektrofachkraft
875	0	neutral	Servicefachkraft für Dialogmarketing		Servicefachkraft für Dialogmarketing
876	0	neutral	Jockey		Jockey
877	0	neutral	Produktionsfachkraft Chemie		Produktionsfachkraft Chemie
878	0	neutral	Fachkraft für Arbeitssicherheit		Fachkraft für Arbeitssicherheit
879	0	neutral	Fachkraft im Fahrbetrieb		Fachkraft im Fahrbetrieb
880	0	neutral	Bestattungsfachkraft		Bestattungsfachkraft
881	0	neutral	Fachkraft für Möbel-, Küchen- und Umzugsservice		Fachkraft für Möbel-, Küchen- und Umzugsservice
882	0	neutral	Fachkraft für Lagerwirtschaft		Fachkraft für Lagerwirtschaft
883	0	neutral	Elektrofachkraft für festgelegte Tätigkeiten		Elektrofachkraft für festgelegte Tätigkeiten
884	0	neutral	Fachkraft für Hafenlogistik		Fachkraft für Hafenlogistik
